like_count,quote_count,reply_count,retweet_count,tweet_id
11193.0,67.0,38.0,1896.0,831262627380748289
7532.0,62.0,21.0,1380.0,830956169170665475
62580.0,488.0,194.0,15455.0,830583320585068544
0.0,0.0,0.0,5258.0,830173239259324417
9192.0,173.0,44.0,2710.0,830097400375152640
0.0,0.0,0.0,4623.0,829878982036299777
11550.0,41.0,32.0,1798.0,829861396166877184
29949.0,355.0,129.0,9803.0,829501995190984704
9900.0,112.0,29.0,1865.0,829449946868879360
,,,,829374341691346946
22952.0,232.0,85.0,6790.0,829141528400556032
50364.0,769.0,249.0,15151.0,829011960981237760
0.0,0.0,0.0,3174.0,828801551087042563
24152.0,232.0,97.0,5411.0,828770345708580865
34322.0,562.0,229.0,10358.0,828708714936930305
8974.0,38.0,15.0,1245.0,828650029636317184
6051.0,62.0,26.0,1085.0,828409743546925057
7266.0,44.0,28.0,1190.0,828408677031882754
11897.0,80.0,50.0,2066.0,828381636999917570
6996.0,34.0,11.0,996.0,828376505180889089
11889.0,167.0,41.0,2730.0,828372645993398273
2074.0,3.0,8.0,165.0,828361771580813312
11077.0,84.0,54.0,2663.0,828046555563323392
9793.0,57.0,31.0,2003.0,828011680017821696
18893.0,236.0,117.0,4848.0,827933404142436356
14611.0,89.0,48.0,2802.0,827653905312006145
7068.0,44.0,34.0,866.0,827600520311402496
14968.0,64.0,34.0,2814.0,827324948884643840
,,,,827228250799742977
10020.0,55.0,51.0,2065.0,827199976799354881
20352.0,130.0,78.0,4623.0,826958653328592898
34101.0,949.0,249.0,9363.0,826848821049180160
0.0,0.0,0.0,3689.0,826615380357632002
4867.0,7.0,87.0,230.0,826598799820865537
9462.0,53.0,41.0,2183.0,826598365270007810
17401.0,139.0,56.0,3898.0,826476773533745153
12543.0,96.0,56.0,2425.0,826240494070030336
4602.0,32.0,20.0,857.0,826204788643753985
14759.0,73.0,44.0,2878.0,826115272272650244
9933.0,47.0,36.0,1740.0,825876512159186944
12038.0,61.0,31.0,2339.0,825829644528148480
54029.0,374.0,235.0,16379.0,825535076884762624
17288.0,209.0,95.0,4192.0,825147591692263424
0.0,0.0,0.0,1168.0,825120256414846976
5918.0,49.0,37.0,1168.0,825026590719483904
0.0,0.0,0.0,5110.0,824796380199809024
14085.0,87.0,42.0,3282.0,824775126675836928
9947.0,61.0,43.0,1651.0,824663926340194305
11200.0,179.0,69.0,9902.0,824325613288833024
14248.0,127.0,83.0,3575.0,824297048279236611
4586.0,12.0,31.0,558.0,824025158776213504
10072.0,118.0,39.0,2542.0,823939628516474880
0.0,0.0,0.0,10380.0,823719002937630720
13225.0,98.0,89.0,2339.0,823699002998870016
12286.0,66.0,40.0,2449.0,823581115634085888
662.0,1.0,2.0,22.0,823333489516937216
14846.0,147.0,67.0,3723.0,823322678127919110
0.0,0.0,0.0,9245.0,823269594223824897
16393.0,87.0,56.0,3202.0,822975315408461824
124239.0,1129.0,592.0,39989.0,822872901745569793
12470.0,63.0,48.0,2114.0,822859134160621569
0.0,0.0,0.0,5962.0,822647212903690241
13989.0,63.0,58.0,2738.0,822610361945911296
17139.0,384.0,104.0,5962.0,822489057087389700
26343.0,1811.0,295.0,13172.0,822462944365645825
33157.0,338.0,148.0,9245.0,822244816520155136
0.0,0.0,0.0,4392.0,822163064745328640
10691.0,67.0,31.0,2147.0,821886076407029760
0.0,0.0,0.0,3127.0,821813639212650496
7917.0,30.0,27.0,1557.0,821765923262631936
7583.0,62.0,33.0,1634.0,821522889702862852
0.0,0.0,0.0,5134.0,821421320206483457
11115.0,486.0,102.0,4000.0,821407182352777218
236.0,0.0,0.0,9.0,821153421864615936
8120.0,59.0,28.0,1826.0,821149554670182400
9083.0,59.0,47.0,1977.0,821107785811234820
11973.0,64.0,34.0,2128.0,821044531881721856
0.0,0.0,0.0,6253.0,820837357901512704
29877.0,279.0,108.0,9238.0,820749716845686786
11601.0,100.0,72.0,3007.0,820690176645140481
0.0,0.0,0.0,523.0,820494788566847489
0.0,0.0,0.0,2398.0,820446719150292993
3163.0,15.0,20.0,523.0,820314633777061888
18675.0,191.0,70.0,5803.0,820078625395449857
0.0,0.0,0.0,1084.0,820013781606658049
5025.0,15.0,11.0,1084.0,819952236453363712
12249.0,333.0,101.0,4553.0,819924195358416896
12639.0,100.0,43.0,2882.0,819711362133872643
9167.0,64.0,34.0,1871.0,819588359383371776
6851.0,49.0,28.0,1119.0,819347104292290561
2141.0,10.0,15.0,379.0,819238181065359361
21819.0,238.0,85.0,6253.0,819227688460238848
0.0,0.0,0.0,34592.0,819015337530290176
0.0,0.0,0.0,17823.0,819015331746349057
43081.0,287.0,89.0,17823.0,819006400881917954
82782.0,1030.0,239.0,34592.0,819004803107983360
0.0,0.0,0.0,19480.0,818646164899774465
21255.0,361.0,75.0,7067.0,818627210458333184
9318.0,81.0,37.0,2358.0,818614493328580609
0.0,0.0,0.0,5706.0,818588835076603904
10289.0,94.0,96.0,2279.0,818536468981415936
0.0,0.0,0.0,7479.0,818307523543449600
10429.0,104.0,54.0,2091.0,818259473185828864
11631.0,128.0,55.0,2372.0,818145370475810820
4611.0,16.0,11.0,741.0,817908911860748288
48712.0,2309.0,342.0,25172.0,817827839487737858
10235.0,147.0,46.0,2524.0,817777686764523521
11142.0,134.0,57.0,2737.0,817536400337801217
0.0,0.0,0.0,3146.0,817502432452313088
31914.0,917.0,231.0,13620.0,817423860136083457
5303.0,43.0,21.0,892.0,817415592588222464
0.0,0.0,0.0,7885.0,817181837579653120
8315.0,87.0,43.0,1874.0,817171292965273600
11558.0,80.0,82.0,2416.0,817120970343411712
8146.0,49.0,38.0,1523.0,817056546584727552
0.0,0.0,0.0,4399.0,816829038950027264
9485.0,61.0,42.0,1898.0,816816676327063552
9255.0,49.0,31.0,2061.0,816697700272001025
28748.0,468.0,123.0,7479.0,816450570814898180
8177.0,40.0,25.0,1808.0,816336735214911488
8487.0,90.0,31.0,1994.0,816091915477250048
0.0,0.0,0.0,946.0,816062466425819140
0.0,0.0,0.0,4890.0,816014286006976512
4696.0,31.0,22.0,946.0,815990720817401858
21161.0,525.0,162.0,7885.0,815966073409433600
0.0,0.0,0.0,3866.0,815745968457060357
9320.0,83.0,42.0,2127.0,815736392542261248
7826.0,54.0,30.0,1557.0,815639385530101762
9835.0,76.0,38.0,3578.0,815390420867969024
7261.0,33.0,30.0,1189.0,814986499976527872
10706.0,93.0,46.0,2530.0,814638523311648768
0.0,0.0,0.0,5470.0,814578408554463233
8226.0,95.0,37.0,1743.0,814530161257443328
27296.0,492.0,169.0,8124.0,814153002265309185
0.0,0.0,0.0,2963.0,813944609378369540
8861.0,61.0,31.0,1737.0,813910438903693312
34672.0,352.0,80.0,13054.0,813812741911748608
7888.0,71.0,29.0,1652.0,813800681631023104
17713.0,217.0,65.0,6860.0,813217897535406080
8774.0,37.0,26.0,1707.0,813202720496779264
18858.0,51.0,42.0,4056.0,813187593374461952
8815.0,69.0,37.0,1810.0,813172488309972993
7388.0,88.0,40.0,2070.0,813157409116065792
8092.0,58.0,37.0,2248.0,813142292504645637
4265.0,3.0,9.0,421.0,813130366689148928
11231.0,93.0,30.0,2925.0,813127251579564032
9807.0,70.0,25.0,2574.0,813112105746448384
10045.0,94.0,37.0,3397.0,813096984823349248
9430.0,76.0,27.0,2603.0,813081950185472002
7547.0,37.0,22.0,1833.0,813066809284972545
19946.0,153.0,97.0,6872.0,813051746834595840
7163.0,99.0,46.0,1788.0,812781120811126785
,,,,812747805718642688
6301.0,20.0,18.0,1356.0,812709060537683968
5745.0,106.0,44.0,1149.0,812503143955202048
7579.0,54.0,20.0,1802.0,812466873996607488
12950.0,213.0,67.0,3431.0,812372279581671427
6920.0,45.0,28.0,1313.0,811985624773361665
7167.0,67.0,33.0,1483.0,811744202451197953
5325.0,6.0,32.0,684.0,811647686436880384
12092.0,62.0,41.0,2858.0,811627233043480576
19896.0,293.0,122.0,5996.0,811386762094317568
5062.0,42.0,16.0,1337.0,810984652412424192
8557.0,103.0,43.0,1647.0,810896069567610880
10445.0,79.0,29.0,2475.0,810657578271330305
33361.0,279.0,126.0,10514.0,810284430598270976
13995.0,122.0,66.0,3174.0,810254108431155201
14800.0,119.0,72.0,3689.0,809920764300447744
0.0,0.0,0.0,4590.0,809808892968534016
6617.0,27.0,23.0,1374.0,809448704142938112
18918.0,173.0,89.0,5258.0,809220051211603969
12590.0,175.0,76.0,3311.0,809084759137812480
9655.0,90.0,37.0,2870.0,808838249661788160
7521.0,79.0,45.0,2035.0,808733504066486276
10773.0,85.0,34.0,2458.0,808501579447930884
40268.0,1338.0,356.0,19480.0,808344865868283904
0.0,0.0,0.0,5530.0,808134635716833280
8399.0,46.0,35.0,2073.0,808106460588765185
11868.0,85.0,31.0,3321.0,808001312164028416
13878.0,333.0,109.0,3397.0,807621403335917568
111821.0,2975.0,913.0,51756.0,807106840509214720
0.0,0.0,0.0,6906.0,807059379405148160
12496.0,230.0,107.0,3640.0,807010152071229440
70709.0,922.0,305.0,32447.0,806629075125202948
0.0,0.0,0.0,5153.0,806620845233815552
4666.0,70.0,42.0,1827.0,806576416489959424
9749.0,130.0,55.0,2222.0,806542213899489280
0.0,0.0,0.0,10905.0,806242860592926720
6144.0,30.0,33.0,1134.0,806219024703037440
0.0,0.0,0.0,5026.0,805958939288408065
7896.0,50.0,31.0,1806.0,805932879469572096
6248.0,85.0,26.0,1719.0,805826884734976000
0.0,0.0,0.0,7494.0,805823200554876929
5492.0,75.0,26.0,1553.0,805520635690676224
8359.0,100.0,35.0,2383.0,805487436403003392
7493.0,54.0,33.0,1629.0,805207613751304193
13004.0,109.0,50.0,3606.0,804738756058218496
5851.0,40.0,28.0,1894.0,804475857670639616
0.0,0.0,0.0,3016.0,804413760345620481
42144.0,1036.0,161.0,15085.0,804026241225523202
9573.0,100.0,48.0,2592.0,803773340896923648
0.0,0.0,0.0,6941.0,803692223237865472
10398.0,189.0,75.0,3891.0,803638050916102144
7408.0,104.0,60.0,1774.0,803380650405482500
0.0,0.0,0.0,4970.0,803321560782307329
9568.0,62.0,25.0,2304.0,803276597545603072
8590.0,81.0,29.0,1879.0,802952499103731712
0.0,0.0,0.0,2732.0,802624713319034886
6775.0,58.0,37.0,1386.0,802600418706604034
8531.0,55.0,39.0,2362.0,802572683846291456
15359.0,231.0,97.0,5492.0,802323869084381190
6633.0,21.0,17.0,1301.0,802265048156610565
,,,,802247111496568832
8665.0,104.0,37.0,2465.0,802239329049477120
0.0,0.0,0.0,251.0,802185808107208704
7375.0,37.0,27.0,1599.0,801958328846974976
1725.0,0.0,3.0,220.0,801854953262350336
7831.0,59.0,33.0,1957.0,801538201127157760
5750.0,24.0,24.0,774.0,801285448605831168
